"clientName","serviceProviderId","rfc","siteName","siteNumber","groupId","groupName","tecnologia"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG HUANIMARO 2018",71647918,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG DOLORES HIDALGO 2018",71647912,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG CUERAMARO 2018",71647897,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG ABASOLO 2018",71647781,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","VICTORIA -HIDALGO",71646337,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","VILLAGRAN IEEG GTO",71646054,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG SN FCO DEL RINCON AGS",71646051,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEE SAN LUIS DE LA PAZ",71646046,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","DOCTOR MORA IEEG",71646042,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG TARANDACUAO GALEANA",71646015,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","SANTIAGO MARAVATIO IEEG GTO",71645511,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","SAN DIEGO DE LA UNION IEEG GTO",71645466,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","PURISIMA DEL RINCON IEEG GTO",71645464,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","JERECUARO IEEG GTO",71645461,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","CORONEO IEEG GTO",71645457,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","COMONFORT IEEG GTO",71645453,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2017 SITIO JUVENTINO ROSAS",71611303,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG SAN JOSE ITURBIDE",71451753,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG APASEO EL ALTO",71451733,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG TIERRA BLANCA",71445595,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG IRAPUATO",71442970,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG CELAYA",71442967,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","2015 IEEG ACAMBARO",71442963,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG URIANGATO 2009 FINAL",71311585,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG APASEO EL GRANDE 2009",71311524,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEE9501159A9","IEEG GTO SALVATIERRA FCO I MADERO",71242081,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","IEEG YURIRIA 2018",71648857,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","IEEG SALAMANCA 2018",71648434,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","IEEG PUEBLO NUEVO 2018",71648410,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","IEEG LEON 2018",71648366,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","IEEG CORTAZAR 2018",71647894,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","GUANAJUATO II -YERBABUENA",71646395,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","OCAMPO IEEG GTO",71645463,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","PERMANENTE APASEO EL GRANDE",71460703,,,"CUAD-BROADSOFT"
"INSTITUTO ELECTORAL DEL ESTADO DE GUANAJUATO","IEEG","IEE9501159A9","2015 IEEG ATARJEA",71442966,,,"CUAD-BROADSOFT"
"IMSS","IMSS","IMS421231I45","2426 CIZ DF TOKIO 80 P B IDC MEXICO",70190770,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","JUAREZ",71468827,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","TIEMPO NUEVO",71468826,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","LA JOYA",71468823,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","COSCOMATE",71468822,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","CONGRESO 50 B",71468821,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","VIVANCO",71468820,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","SAN FERNANDO",71468819,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","SERVICIOS URBANOS",71468818,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","MUSEO TLALPAN",71468816,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","CASA FRISSAC",71468815,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","ALMACEN GENERAL",71468814,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","CONGRESO 296",71468813,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","VILLA OLIMPICA",71468812,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","CASA DE CULTURA",71468810,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","MATAMOROS",71468809,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","CONGRESO 50A",71468808,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","FLORESTA",71468806,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","SECRETARIA DE SEGURIDAD PUBLICA DEL DF",71461364,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","PLAZA DE LA CONSTITUCION",70149134,,,"CUAD-BROADSOFT"
"GOBIERNO DEL DISTRITO FEDERAL","GDF","GDF9712054NA","AZCAPOTZALCO",70006892,,,"CUAD-BROADSOFT"
"GEM","PGJ_MICH","GEM850101C99","PGJ_EDIFICIO_CENTRAL FR",70131203,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV IXMIQUILPAN",71293736,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV TLAXCALA (NUEVO)",71698875,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CEDIS_VERACRUZ",71695428,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV CELAYA II",71432913,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV RIO VERDE II",71432516,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CERVECERIA JOJUTLA DOM NVO",71410163,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ZAMORA",71406516,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ESCUINAPA",71397379,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV HUAUCHINANGO",71397376,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV SAHUAYO",71397370,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ACAMBARO",71397357,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV GUADALUPE VICTORIA",71397356,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV EL FUERTE",71396508,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ZITACUARO",71396496,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV TIERRA BLANCA",71396470,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV TEPATITLAN",71396467,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV CHICONTEPEC",71396461,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV CHAPALA",71396459,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV SINALOA DE LEYVA",71396443,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV CANANEA",71396441,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV AUTLAN DE NAVARRO",71396422,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ATOTONILCO",71396421,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV ATLACOMULCO",71396420,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV AMECA",71396418,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV NARANJOS",71396411,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OF CHALCHOAPA",71396387,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CNC EN COZUMEL",71396378,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM TULANCINGO CALTENGO",71389587,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","GCM HUAJUAPAN",71384785,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","GCM OFV JIUTEPEC",71384256,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM PTO ESCONDIDO GRANJAS",71333348,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV PUERTO PENASCO CARR SONOYTA PENASCO",71321186,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV APATZINGAN LA FLORIDA",71319810,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","OFV IGUALA",71293915,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM GUAMUCHIL SINALOA",71293765,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","SOCUM ORIZABA",71293753,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV SAN FERNANDO",71293748,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV CUAUTLA",71293737,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV CHILPANCINGO",71293730,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV SAN QUINTIN",71293728,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV CD ALTAMIRANO",71293723,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV PURUANDIRO",71293720,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CERVECERIA SOLEDAD DE DOBLADO VER CTRO",71293706,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CERVECERIA OFV GUADALUPE",71293702,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CERVECERIA BODEGA MIGUEL ALEMAN CENTRO",71293697,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV MEDELLIN",71293696,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV ISLAS MUJERES",71293693,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV LOS REYES",71293683,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV LEON",71293680,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV DURANGO",71293677,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM FRANQUICIA SALTILLO",71293670,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM CERVECERIA TOLUCA",71293656,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV OCOTLAN",71293641,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV IZAMAL",71293627,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV TIZIMIN",71293623,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV ZIHUATANEJO",71293618,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV CUAUHTEMOC",71293616,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV DELICIAS",71293615,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV JUCHITAN",71293610,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV OMETEPEC",71293606,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV TAXCO",71293605,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV CABO SAN LUCAS",71293599,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV PLAYA DEL CARMEN",71293582,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM FRANQUICIA MONCLOVA",71293581,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV MATEHUALA",71293568,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV LOS MOCHIS",71293556,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV GUASAVE",71293553,,,"CUAD-BROADSOFT"
"GCM","GCM","GCM960301469","CCM OFV SAN LUIS RIO COLORADO",71293547,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","GAYOSSO MEXICALI 2",71566324,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","AMERICAS",71507616,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","OFICINAS ADMINISTRATIVAS COLON",71405513,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","FUERZA DE VENTAS DURANGO",71369052,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","TIEMPO Y VIDA REVOLUCION",71332386,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","FUERZA DE VENTAS ELITE",71325154,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","CAPILLAS ALLENDE",71319118,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","FUERZA DE VENTAS CENTRO CIVICO MEXICALI",71319109,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","OFICINAS ADMINISTRATIVAS IRAPUATO",71319086,,,"CUAD-BROADSOFT"
"GAYA","Gayosso","GGA9408307C7","OFICINAS ADMINISTRATIVAS SULLIVAN",71319076,,,"CUAD-BROADSOFT"